"Key","bn","en","es","hi","id","ptg","tl","ur","vi","zh"
"activityEntry_qd","নির্ধারণ করুন","Determine","Recibido","ठानना","Menentukan","Determinar","Tukuyin","تعین کریں۔","Xác định","确定"
"activityEntry_ylq","গৃহীত","Received","Disponible","प्राप्त","Diterima","Recebido","Natanggap","موصول ہوا۔","Đã nhận được","已领取"
"activityEntry_klq","পাওয়া যায়","Available","No recibido","उपलब्ध","Tersedia","Disponível","Available","دستیاب ہے۔","Có sẵn","可领取"
"activityEntry_wlq","রিসিভ হয়নি","Not received","No recibido","प्राप्त नहीं","Tidak diterima","Não recebido","Hindi natanggap","موصول نہیں ہوا۔","Không nhận được","未领取"
"activityEntry_htwpz","পটভূমিতে কোনো সাইন-ইন তালিকা কনফিগার করা নেই","No sign-in list is configured in the background","No se ha configurado una lista de registro en el fondo","पृष्ठभूमि में कोई साइन-इन सूची कॉन्फ़िगर नहीं की गई है","Tidak ada daftar login yang dikonfigurasi di latar belakang","Nenhuma lista de login está configurada em segundo plano","Walang sign in list ang nasa background","پس منظر میں سائن ان کی کوئی فہرست ترتیب نہیں دی گئی ہے۔","Không có danh sách đăng nhập nào được cấu hình trong nền","后台未配置了签到列表"
"activityEntry_qxdl","প্রথমে লগইন করুন!","Please login first!","¡Por favor, inicie sesión primero!","कृपया पहले लौग इन करें!","Silakan login dulu!","Faça login primeiro!","Mangyaring mag-log in muna!","براہ کرم پہلے لاگ ان کریں!","Vui lòng đăng nhập trước!","请先登录！"
"activityEntry_ylxqd","চেক ইন যান","go on check-in","continuar con el registro","चेक-इन पर जाएं","lanjutkan ke check-in","ir no check-in","Pumunta sa sign in","چیک ان پر جائیں","tiếp tục điểm danh","已连续签到"
"activityEntry_t","দিন","Day","Día","दिन","Hari","Dia","Araw","دن","Ngày","天"
"activityEntry_d","না.","No.","No.","नहीं।","Tidak.","Não.","Hindi.","نہیں","Số","第"
"activityEntry_jb","গোল্ডেন কয়েন","Golden Coins","Monedas de oro","सुनहरे सिक्के","Koin Emas","Moedas de Ouro","Gintong Barya","سنہری سکے","Đồng xu Vàng thật","金币"
"activityEntry_gxn","অভিনন্দন! দাবি করেছে","Congratulations! Claimed","¡Felicidades! Reclamado","बधाई हो! दावा किया","Selamat! Diklaim","Parabéns! Cláusula","Kongrats! Nakuha mo na","مبارک ہو! دعویٰ کیا۔","Xin chúc mừng! Đã nhận","恭喜您！已领取"
"activityEntry_lj","বোনাস","Bonus","Bono","बोनस","Bonus","Bônus","Bonus","بونس","Tiền thưởng","礼金"
"activityEntry_qiandao","সাইন ইন করুন","Sign In","Iniciar sesión","साइन इन","Login","Sinalização","Sign In","سائن ان کریں۔","Đăng nhập","签到"
"activityEntry_renwu","টাস্ক","Task","Tarea","काम","Tugas","Tarefa","Mga Gawain","کام","Nhiệm vụ","任务"
"activityEntry_huodong","কার্যকলাপ","activity","actividad","गतिविधि","aktivitas","atividade","Activity","سرگرمی","hoạt động","活动"
"entryPage_jqqd","অনুগ্রহ করে এটির জন্য অপেক্ষা করুন !!!","Please look forward to it!!!","¡Por favor, espéralo con ansias!","कृपया इसकी प्रतीक्षा करें!!!","Tunggu kehadirannya!!!","Por favor, aguarde para ele!!!","Abangan ito!!!","براہ کرم اس کا انتظار کریں !!!","Mong các bạn sẽ đón chờ nhé!!!","敬请期待！！！"
"gemaView_xdl","এখনো লগ ইন করেননি, অনুগ্রহ করে প্রথমে লগইন করুন","Not logged in yet, please login first","Aún no ha iniciado sesión, por favor inicie sesión primero","अभी तक लॉग इन नहीं हुआ है, कृपया पहले लॉग इन करें","Belum login, silakan login dulu","Não logado ainda, por favor Inscreva-se primeiro","Hindi ka naka-login, mangyaring mag-log in muna","ابھی لاگ ان نہیں ہوا، براہ کرم پہلے لاگ ان کریں۔","Chưa đăng nhập, vui lòng đăng nhập trước","暂未登录，请先登录"
"gemaView_jjjryx","খেলা শুরু করুন","Start game","Iniciar juego","खेल शुरू","Mulai game","Jogo de partida","Simulan ang Laro","کھیل شروع کریں۔","Bắt đầu trò chơi","即将进入游戏"
"gemaView_yxwh","গেমটি রক্ষণাবেক্ষণের অধীনে রয়েছে, দয়া করে ধৈর্য ধরে অপেক্ষা করুন!","The game is under maintenance, please wait patiently!","El juego está en mantenimiento, por favor espere pacientemente","खेल रखरखाव के अधीन है, कृपया धैर्यपूर्वक प्रतीक्षा करें!","Game dalam pemeliharaan, harap menunggu dengan sabar!","O jogo está em manutenção, por favor, espere pacientemente!","Kasalukuyang nasa maintenance ang laro, paki-usap na hintaying matapos ang maintenance","کھیل کی دیکھ بھال جاری ہے، براہ کرم صبر سے انتظار کریں!","Trò chơi đang bảo trì, vui lòng kiên nhẫn chờ đợi!","该游戏正在维护中，请耐心等待!"
"HomePage_xtgg","ঘোষণা","Announcements","Anuncios","घोषणाएं","Pengumuman","Anúncios","Mga Anunsyo","اعلانات","Thông báo chính thức","系统公告"
"HomePage_gg","ঘোষণা","Announcement","Anuncio","घोषणा","Pengumuman","Anúncio","Anunsyo","اعلان","Thông báo chính thức","公告"
"tools_zsh","শুভ সকাল","Good morning","Buenos días","शुभ प्रभात","Selamat pagi","Bom dia","Magandang Umaga","صبح بخیر","Chào buổi sáng","你好"
"tools_swh","শুভ সকাল","Good morning","Buenos días","शुभ प्रभात","Selamat pagi","Bom dia","Magandang Umaga","صبح بخیر","Chào buổi sáng","你好"
"tools_zwh","শুভ দুপুর","Good noon","Buen mediodía","अच्छी दोपहर","Selamat siang","Bom dia","Magandang Tanghali","اچھی دوپہر","Chào buổi trưa","你好"
"tools_xwh","শুভ বিকাল","Good afternoon","Buenas tardes","शुभ दोपहर","Selamat sore","Boa tarde","Magandang Gabi","دوپہر بخیر","Chào buổi chiều","你好"
"tools_wsh","শুভ সন্ধ্যা","Good evening","Buenas noches","शुभ संध्या","Selamat malam","Boa noite","Magandang Gabi","شب بخیر","Chào buổi tối","你好"
"userData_grzl","ব্যক্তিগত তথ্য","Personal data","Datos personales","व्यक्तिगत डेटा","Data pribadi","Dados pessoais","Personal na Impormasyon","ذاتی ڈیٹا","Dữ liệu cá nhân","个人资料"
"userData_zhye","অ্যাকাউন্ট ব্যালেন্স","Account balance","Saldo de cuenta","खाते में शेष","Saldo akun","Balanço da conta","Balanse ng Account","اکاؤنٹ بیلنس","Số dư tài khoản","账户余额"
"userData_dlck","লগইন ভিউ","Login view","Vista de inicio de sesión","लॉगिन दृश्य","Tampilan login","Visualização de login","Log In View","لاگ ان منظر","Hiển thị đăng nhập","登入查看"
"userData_ck","জমা","Deposit","Depósito","जमा","Deposit","Depósito","Deposit","جمع","Gửi tiền","存款"
"userData_qk","প্রত্যাহার","Withdrawal","Retiro","निकासी","Penarikan","Retirada","Withdrawal","واپسی","Rút tiền","取款"
"userData_kf","গ্রাহক সেবা","Customer service","Servicio al cliente","ग्राहक सेवा","Layanan Pelanggan","Serviço ao cliente","Customer Service","کسٹمر سروس","Dịch vụ khách hàng","客服"
"userData_qdl","লগইন করুন","Please login","Por favor, inicie sesión","कृपया लॉगिन करें","Silakan login","Por favor","Mag-log in","براہ کرم لاگ ان کریں۔","Vui lòng đăng nhập","请登录"
"userData_lang","ভাষা","Language","Idioma","भाषा","Bahasa","Língua","Wika","زبان","Ngôn ngữ","语言切换"
"SharePage_wdtg","আমার প্রচার","My promotion","Mi promoción","मेरा प्रमोशन","Promosi saya","A minha promoção","Aking Promosyon","میری پروموشن","Quảng bá của tôi","我的推广"
"SharePage_tgjc","প্রচার টিউটোরিয়াল","Promotion tutorial","Tutorial de promoción","प्रमोशन ट्यूटोरियल","Tutorial promosi","Tutorial de promoção","Tutorial sa Promosyon","پروموشن ٹیوٹوریل","Hướng dẫn quảng bá","推广教程"
"SharePage_fxrw","কাজ শেয়ার করুন","Share tasks","Compartir tareas","कार्य साझा करें","Bagikan tugas","Compartilhar tarefas","Ibahagi ang Tasks","کاموں کا اشتراک کریں۔","Chia sẻ nhiệm vụ","分享任务"
"SharePage_fxmx","বিস্তারিত শেয়ার করুন","Share details","Detalles de la compartición","विवरण साझा करें","Bagikan detail","Compartilhar detalhes","Ibahagi ang Detalye","تفصیلات شیئر کریں۔","Chia sẻ chi tiết","分享明细"
"SharePage_zscx","সরাসরি জিজ্ঞাসা","Directly query","Consulta directa","सीधे प्रश्न करें","Kueri langsung","Diretamente consulta","Direktang Tanong","براہ راست استفسار کریں۔","Truy vấn trực tiếp","直属查询"
